timestamp,sensor_id,alignment_status,relay_status,led_status,thermal_fuse_blown,alerts,measured_force,operational_mode
2025-06-20T11:58:46.721334,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.27,1
2025-06-20T11:58:47.721942,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.24,1
2025-06-20T11:58:48.722309,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.99,1
2025-06-20T11:58:49.722644,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.82,1
2025-06-20T11:58:50.723025,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.65,1
2025-06-20T11:58:51.723588,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.51,1
2025-06-20T11:58:52.728293,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.82,1
2025-06-20T11:58:53.730097,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.26,1
2025-06-20T11:58:54.730273,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.46,1
2025-06-20T11:58:55.730622,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.86,1
2025-06-20T11:58:56.731288,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.17,1
2025-06-20T11:58:57.731590,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.51,1
2025-06-20T11:58:58.731799,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.63,1
2025-06-20T11:58:59.732063,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.04,1
2025-06-20T11:59:00.752933,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.17,1
2025-06-20T11:59:01.753905,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.93,1
2025-06-20T11:59:02.754188,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.43,1
2025-06-20T11:59:03.754579,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.87,1
2025-06-20T11:59:04.755122,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.25,1
2025-06-20T11:59:05.755580,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.87,1
2025-06-20T11:59:06.755811,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.42,1
2025-06-20T11:59:07.756235,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.99,1
2025-06-20T11:59:08.756857,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.54,1
2025-06-20T11:59:09.756983,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.29,1
2025-06-20T11:59:10.757318,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.6,1
2025-06-20T11:59:11.763643,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.28,1
2025-06-20T11:59:12.771073,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.73,1
2025-06-20T11:59:13.771812,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.23,1
2025-06-20T11:59:14.772613,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.82,1
2025-06-20T11:59:15.773341,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.35,1
2025-06-20T11:59:16.774254,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.96,1
2025-06-20T11:59:17.774763,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.07,1
2025-06-20T11:59:18.775067,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.39,1
2025-06-20T11:59:19.775617,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.95,1
2025-06-20T11:59:20.778560,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.65,1
2025-06-20T11:59:21.778739,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.65,1
2025-06-20T11:59:22.778935,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.46,1
2025-06-20T11:59:23.779674,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.96,1
2025-06-20T11:59:24.779882,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.14,1
2025-06-20T11:59:25.780421,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.55,1
2025-06-20T11:59:26.780885,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.39,1
2025-06-20T11:59:27.781763,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.26,1
2025-06-20T11:59:28.781937,TS2V4AI-CONV-001,1,0,0,0,MISALIGNMENT,8.89,1
2025-06-20T11:59:29.783018,TS2V4AI-CONV-001,1,0,0,0,MISALIGNMENT,9.37,1
2025-06-20T11:59:30.783969,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.24,1
2025-06-20T11:59:31.784762,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.72,1
2025-06-20T11:59:32.785308,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.06,1
2025-06-20T11:59:33.786265,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.2,1
2025-06-20T11:59:34.786930,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.5,1
2025-06-20T11:59:35.787521,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.96,1
2025-06-20T11:59:36.787756,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.4,1
2025-06-20T11:59:37.788355,TS2V4AI-CONV-001,1,0,0,0,MISALIGNMENT,13.82,1
2025-06-20T11:59:38.788719,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.74,1
2025-06-20T11:59:39.789518,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.98,1
2025-06-20T11:59:40.790290,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.54,1
2025-06-20T11:59:41.791192,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.68,1
2025-06-20T11:59:42.791660,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.32,1
2025-06-20T11:59:43.792680,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.33,1
2025-06-20T11:59:44.793032,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.18,1
2025-06-20T11:59:45.793605,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.19,1
2025-06-20T11:59:46.794343,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.88,1
2025-06-20T11:59:47.794908,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.52,1
2025-06-20T11:59:48.795311,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.74,1
2025-06-20T11:59:49.796103,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.4,1
2025-06-20T11:59:50.796656,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.38,1
2025-06-20T11:59:51.797315,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.92,1
2025-06-20T11:59:52.797787,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.95,1
2025-06-20T11:59:53.798460,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.99,1
2025-06-20T11:59:54.799599,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.9,1
2025-06-20T11:59:55.800152,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.24,1
2025-06-20T11:59:56.800631,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.64,1
2025-06-20T11:59:57.800827,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.49,1
2025-06-20T11:59:58.802145,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.5,1
2025-06-20T11:59:59.802729,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.88,1
2025-06-20T12:00:00.802979,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.29,1
2025-06-20T12:00:01.803251,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.75,1
2025-06-20T12:00:02.803606,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.59,1
2025-06-20T12:00:03.804251,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.15,1
2025-06-20T12:00:04.804475,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.76,1
2025-06-20T12:00:05.805237,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.71,1
2025-06-20T12:00:06.807487,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.13,1
2025-06-20T12:00:07.808342,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.05,1
2025-06-20T12:00:08.808758,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.19,1
2025-06-20T12:00:09.809502,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.26,1
2025-06-20T12:00:10.810556,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.8,1
2025-06-20T12:00:11.810824,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.74,1
2025-06-20T12:00:12.811183,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.65,1
2025-06-20T12:00:13.811868,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.22,1
2025-06-20T12:00:14.812164,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.1,1
2025-06-20T12:00:15.812721,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.25,1
2025-06-20T12:00:16.813167,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.49,1
2025-06-20T12:00:17.813993,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.6,1
2025-06-20T12:00:18.814512,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.54,1
2025-06-20T12:00:19.814733,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.82,1
2025-06-20T12:00:20.815095,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.86,1
2025-06-20T12:00:21.815456,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.8,1
2025-06-20T12:00:22.815833,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.59,1
2025-06-20T12:00:23.816420,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.94,1
2025-06-20T12:00:24.816698,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.95,1
2025-06-20T12:00:25.817739,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.84,1
2025-06-20T12:00:26.818749,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.34,1
2025-06-20T12:00:27.819469,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.49,1
2025-06-20T12:00:28.820114,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.45,1
2025-06-20T12:00:29.820688,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.59,1
2025-06-20T12:00:30.821045,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.85,1
2025-06-20T12:00:31.822059,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.05,1
2025-06-20T12:00:32.823499,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.47,1
2025-06-20T12:00:33.823659,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.87,1
2025-06-20T12:00:34.824656,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.87,1
2025-06-20T12:00:35.825438,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.75,1
2025-06-20T12:00:36.829744,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.61,1
2025-06-20T12:00:37.830250,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.19,1
2025-06-20T12:00:38.830685,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.44,1
2025-06-20T12:00:39.831551,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.36,1
2025-06-20T12:00:40.832222,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.05,1
2025-06-20T12:00:41.832781,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.81,1
2025-06-20T12:00:42.833612,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.82,1
2025-06-20T12:00:43.834583,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.54,1
2025-06-20T12:00:44.835408,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.21,1
2025-06-20T12:00:45.836063,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.85,1
2025-06-20T12:00:46.836874,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.97,1
2025-06-20T12:00:47.837235,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.27,1
2025-06-20T12:00:48.837674,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.95,1
2025-06-20T12:00:49.838070,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.95,1
2025-06-20T12:00:50.838342,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.34,1
2025-06-20T12:00:51.838896,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.25,1
2025-06-20T12:00:52.839355,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.56,1
2025-06-20T12:00:53.840184,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.11,1
2025-06-20T12:00:54.840521,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.94,1
2025-06-20T12:00:55.841281,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.36,1
2025-06-20T12:00:56.841879,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.52,1
2025-06-20T12:00:57.842812,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.69,1
2025-06-20T12:00:58.843765,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.85,1
2025-06-20T12:00:59.844589,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.78,1
2025-06-20T12:01:00.845212,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.27,1
2025-06-20T12:01:01.846121,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.86,1
2025-06-20T12:01:02.847081,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.1,1
2025-06-20T12:01:03.848177,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.4,1
2025-06-20T12:01:04.849113,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.74,1
2025-06-20T12:01:05.849835,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.8,1
2025-06-20T12:01:06.850483,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.98,1
2025-06-20T12:01:07.851304,TS2V4AI-CONV-001,1,0,0,0,MISALIGNMENT,13.57,1
2025-06-20T12:01:08.852002,TS2V4AI-CONV-001,1,0,0,0,MISALIGNMENT,9.96,1
2025-06-20T12:01:09.852789,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.82,1
2025-06-20T12:01:10.853326,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.19,1
2025-06-20T12:01:11.854293,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.39,1
2025-06-20T12:01:12.854710,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.48,1
2025-06-20T12:01:13.855650,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.46,1
2025-06-20T12:01:14.856473,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.91,1
2025-06-20T12:01:15.857140,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.45,1
2025-06-20T12:01:16.857949,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.6,1
2025-06-20T12:01:17.858553,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.09,1
2025-06-20T12:01:18.859152,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.38,1
2025-06-20T12:01:19.859819,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.31,1
2025-06-20T12:01:20.860250,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.57,1
2025-06-20T12:01:21.860588,TS2V4AI-CONV-001,0,1,1,0,NORMAL,1.22,1
2025-06-20T12:01:22.861749,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.38,1
2025-06-20T12:01:23.862029,TS2V4AI-CONV-001,0,1,1,0,NORMAL,2.03,1
2025-06-20T12:01:24.862356,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.4,1
2025-06-20T12:01:25.862845,TS2V4AI-CONV-001,0,1,1,0,NORMAL,3.07,1
